,Unnamed: 0,city,country,date.utc,location,parameter,value,unit
108,,Paris,FR,2019-06-14 11:00:00+00:00,FR04014,no2,21.8,µg/m³
109,,Paris,FR,2019-06-14 10:00:00+00:00,FR04014,no2,25.1,µg/m³
110,,Paris,FR,2019-06-14 09:00:00+00:00,FR04014,no2,27.9,µg/m³
111,,Paris,FR,2019-06-14 08:00:00+00:00,FR04014,no2,34.3,µg/m³
112,,Paris,FR,2019-06-14 07:00:00+00:00,FR04014,no2,51.5,µg/m³
113,,Paris,FR,2019-06-14 06:00:00+00:00,FR04014,no2,64.3,µg/m³
114,,Paris,FR,2019-06-14 05:00:00+00:00,FR04014,no2,49.3,µg/m³
115,,Paris,FR,2019-06-14 04:00:00+00:00,FR04014,no2,37.9,µg/m³
116,,Paris,FR,2019-06-14 03:00:00+00:00,FR04014,no2,48.5,µg/m³
117,,Paris,FR,2019-06-14 02:00:00+00:00,FR04014,no2,66.6,µg/m³
118,,Paris,FR,2019-06-14 01:00:00+00:00,FR04014,no2,68.1,µg/m³
119,,Paris,FR,2019-06-14 00:00:00+00:00,FR04014,no2,74.2,µg/m³
120,,Paris,FR,2019-06-13 23:00:00+00:00,FR04014,no2,78.3,µg/m³
121,,Paris,FR,2019-06-13 22:00:00+00:00,FR04014,no2,77.9,µg/m³
122,,Paris,FR,2019-06-13 21:00:00+00:00,FR04014,no2,58.8,µg/m³
123,,Paris,FR,2019-06-13 20:00:00+00:00,FR04014,no2,31.5,µg/m³
124,,Paris,FR,2019-06-13 19:00:00+00:00,FR04014,no2,27.5,µg/m³
125,,Paris,FR,2019-06-13 18:00:00+00:00,FR04014,no2,24.0,µg/m³
126,,Paris,FR,2019-06-13 17:00:00+00:00,FR04014,no2,38.2,µg/m³
127,,Paris,FR,2019-06-13 16:00:00+00:00,FR04014,no2,36.1,µg/m³
128,,Paris,FR,2019-06-13 15:00:00+00:00,FR04014,no2,28.8,µg/m³
129,,Paris,FR,2019-06-13 14:00:00+00:00,FR04014,no2,19.4,µg/m³
130,,Paris,FR,2019-06-13 13:00:00+00:00,FR04014,no2,18.2,µg/m³
131,,Paris,FR,2019-06-13 12:00:00+00:00,FR04014,no2,17.9,µg/m³
132,,Paris,FR,2019-06-13 11:00:00+00:00,FR04014,no2,22.7,µg/m³
133,,Paris,FR,2019-06-13 10:00:00+00:00,FR04014,no2,24.5,µg/m³
134,,Paris,FR,2019-06-13 09:00:00+00:00,FR04014,no2,30.2,µg/m³
135,,Paris,FR,2019-06-13 08:00:00+00:00,FR04014,no2,35.3,µg/m³
136,,Paris,FR,2019-06-13 07:00:00+00:00,FR04014,no2,40.9,µg/m³
137,,Paris,FR,2019-06-13 06:00:00+00:00,FR04014,no2,39.8,µg/m³
138,,Paris,FR,2019-06-13 05:00:00+00:00,FR04014,no2,37.0,µg/m³
139,,Paris,FR,2019-06-13 04:00:00+00:00,FR04014,no2,24.6,µg/m³
140,,Paris,FR,2019-06-13 03:00:00+00:00,FR04014,no2,18.8,µg/m³
141,,Paris,FR,2019-06-13 02:00:00+00:00,FR04014,no2,18.0,µg/m³
142,,Paris,FR,2019-06-13 01:00:00+00:00,FR04014,no2,18.7,µg/m³
143,,Paris,FR,2019-06-13 00:00:00+00:00,FR04014,no2,20.0,µg/m³
144,,Paris,FR,2019-06-12 23:00:00+00:00,FR04014,no2,26.9,µg/m³
145,,Paris,FR,2019-06-12 22:00:00+00:00,FR04014,no2,25.6,µg/m³
146,,Paris,FR,2019-06-12 21:00:00+00:00,FR04014,no2,29.3,µg/m³
147,,Paris,FR,2019-06-12 20:00:00+00:00,FR04014,no2,29.2,µg/m³
148,,Paris,FR,2019-06-12 19:00:00+00:00,FR04014,no2,23.4,µg/m³
149,,Paris,FR,2019-06-12 18:00:00+00:00,FR04014,no2,25.3,µg/m³
150,,Paris,FR,2019-06-12 17:00:00+00:00,FR04014,no2,24.2,µg/m³
151,,Paris,FR,2019-06-12 16:00:00+00:00,FR04014,no2,23.6,µg/m³
152,,Paris,FR,2019-06-12 15:00:00+00:00,FR04014,no2,16.8,µg/m³
153,,Paris,FR,2019-06-12 14:00:00+00:00,FR04014,no2,20.3,µg/m³
154,,Paris,FR,2019-06-12 13:00:00+00:00,FR04014,no2,17.9,µg/m³
155,,Paris,FR,2019-06-12 12:00:00+00:00,FR04014,no2,15.4,µg/m³
156,,Paris,FR,2019-06-12 11:00:00+00:00,FR04014,no2,0.0,µg/m³
157,,Paris,FR,2019-06-12 10:00:00+00:00,FR04014,no2,0.0,µg/m³
158,,Paris,FR,2019-06-12 09:00:00+00:00,FR04014,no2,26.7,µg/m³
159,,Paris,FR,2019-06-12 08:00:00+00:00,FR04014,no2,35.5,µg/m³
160,,Paris,FR,2019-06-12 07:00:00+00:00,FR04014,no2,44.4,µg/m³
161,,Paris,FR,2019-06-12 06:00:00+00:00,FR04014,no2,38.4,µg/m³
162,,Paris,FR,2019-06-12 05:00:00+00:00,FR04014,no2,42.7,µg/m³
163,,Paris,FR,2019-06-12 04:00:00+00:00,FR04014,no2,44.9,µg/m³
164,,Paris,FR,2019-06-12 03:00:00+00:00,FR04014,no2,36.3,µg/m³
165,,Paris,FR,2019-06-12 02:00:00+00:00,FR04014,no2,34.7,µg/m³
166,,Paris,FR,2019-06-12 01:00:00+00:00,FR04014,no2,41.9,µg/m³
167,,Paris,FR,2019-06-12 00:00:00+00:00,FR04014,no2,37.2,µg/m³
168,,Paris,FR,2019-06-11 23:00:00+00:00,FR04014,no2,41.5,µg/m³
169,,Paris,FR,2019-06-11 22:00:00+00:00,FR04014,no2,59.4,µg/m³
170,,Paris,FR,2019-06-11 21:00:00+00:00,FR04014,no2,54.1,µg/m³
171,,Paris,FR,2019-06-11 20:00:00+00:00,FR04014,no2,42.7,µg/m³
172,,Paris,FR,2019-06-11 19:00:00+00:00,FR04014,no2,36.1,µg/m³
173,,Paris,FR,2019-06-11 18:00:00+00:00,FR04014,no2,44.6,µg/m³
174,,Paris,FR,2019-06-11 17:00:00+00:00,FR04014,no2,35.5,µg/m³
175,,Paris,FR,2019-06-11 16:00:00+00:00,FR04014,no2,22.6,µg/m³
176,,Paris,FR,2019-06-11 15:00:00+00:00,FR04014,no2,19.8,µg/m³
177,,Paris,FR,2019-06-11 14:00:00+00:00,FR04014,no2,16.6,µg/m³
178,,Paris,FR,2019-06-11 13:00:00+00:00,FR04014,no2,13.1,µg/m³
179,,Paris,FR,2019-06-11 12:00:00+00:00,FR04014,no2,12.6,µg/m³
180,,Paris,FR,2019-06-11 11:00:00+00:00,FR04014,no2,17.3,µg/m³
181,,Paris,FR,2019-06-11 10:00:00+00:00,FR04014,no2,22.1,µg/m³
182,,Paris,FR,2019-06-11 09:00:00+00:00,FR04014,no2,31.7,µg/m³
183,,Paris,FR,2019-06-11 08:00:00+00:00,FR04014,no2,43.6,µg/m³
184,,Paris,FR,2019-06-11 07:00:00+00:00,FR04014,no2,58.0,µg/m³
185,,Paris,FR,2019-06-11 06:00:00+00:00,FR04014,no2,55.4,µg/m³
186,,Paris,FR,2019-06-11 05:00:00+00:00,FR04014,no2,58.7,µg/m³
187,,Paris,FR,2019-06-11 04:00:00+00:00,FR04014,no2,52.7,µg/m³
188,,Paris,FR,2019-06-11 03:00:00+00:00,FR04014,no2,32.3,µg/m³
189,,Paris,FR,2019-06-11 02:00:00+00:00,FR04014,no2,29.6,µg/m³
190,,Paris,FR,2019-06-11 01:00:00+00:00,FR04014,no2,19.1,µg/m³
191,,Paris,FR,2019-06-11 00:00:00+00:00,FR04014,no2,19.6,µg/m³
192,,Paris,FR,2019-06-10 23:00:00+00:00,FR04014,no2,24.1,µg/m³
193,,Paris,FR,2019-06-10 22:00:00+00:00,FR04014,no2,24.8,µg/m³
194,,Paris,FR,2019-06-10 21:00:00+00:00,FR04014,no2,23.5,µg/m³
195,,Paris,FR,2019-06-10 20:00:00+00:00,FR04014,no2,22.6,µg/m³
196,,Paris,FR,2019-06-10 19:00:00+00:00,FR04014,no2,22.3,µg/m³
197,,Paris,FR,2019-06-10 18:00:00+00:00,FR04014,no2,18.4,µg/m³
198,,Paris,FR,2019-06-10 17:00:00+00:00,FR04014,no2,19.1,µg/m³
199,,Paris,FR,2019-06-10 16:00:00+00:00,FR04014,no2,15.1,µg/m³
200,,Paris,FR,2019-06-10 15:00:00+00:00,FR04014,no2,11.7,µg/m³
201,,Paris,FR,2019-06-10 14:00:00+00:00,FR04014,no2,9.5,µg/m³
202,,Paris,FR,2019-06-10 13:00:00+00:00,FR04014,no2,9.6,µg/m³
203,,Paris,FR,2019-06-10 12:00:00+00:00,FR04014,no2,11.7,µg/m³
204,,Paris,FR,2019-06-10 11:00:00+00:00,FR04014,no2,12.2,µg/m³
205,,Paris,FR,2019-06-10 10:00:00+00:00,FR04014,no2,14.1,µg/m³
206,,Paris,FR,2019-06-10 09:00:00+00:00,FR04014,no2,18.5,µg/m³
207,,Paris,FR,2019-06-10 08:00:00+00:00,FR04014,no2,16.9,µg/m³
208,,Paris,FR,2019-06-10 07:00:00+00:00,FR04014,no2,23.0,µg/m³
209,,Paris,FR,2019-06-10 06:00:00+00:00,FR04014,no2,26.7,µg/m³
210,,Paris,FR,2019-06-10 05:00:00+00:00,FR04014,no2,21.3,µg/m³
211,,Paris,FR,2019-06-10 04:00:00+00:00,FR04014,no2,13.7,µg/m³
212,,Paris,FR,2019-06-10 03:00:00+00:00,FR04014,no2,18.0,µg/m³
213,,Paris,FR,2019-06-10 02:00:00+00:00,FR04014,no2,17.8,µg/m³
214,,Paris,FR,2019-06-10 01:00:00+00:00,FR04014,no2,19.3,µg/m³
215,,Paris,FR,2019-06-10 00:00:00+00:00,FR04014,no2,28.1,µg/m³
216,,Paris,FR,2019-06-09 23:00:00+00:00,FR04014,no2,39.9,µg/m³
217,,Paris,FR,2019-06-09 22:00:00+00:00,FR04014,no2,37.1,µg/m³
218,,Paris,FR,2019-06-09 21:00:00+00:00,FR04014,no2,30.9,µg/m³
219,,Paris,FR,2019-06-09 20:00:00+00:00,FR04014,no2,33.2,µg/m³
220,,Paris,FR,2019-06-09 19:00:00+00:00,FR04014,no2,30.6,µg/m³
221,,Paris,FR,2019-06-09 18:00:00+00:00,FR04014,no2,19.5,µg/m³
222,,Paris,FR,2019-06-09 17:00:00+00:00,FR04014,no2,13.0,µg/m³
223,,Paris,FR,2019-06-09 16:00:00+00:00,FR04014,no2,10.3,µg/m³
224,,Paris,FR,2019-06-09 15:00:00+00:00,FR04014,no2,7.2,µg/m³
225,,Paris,FR,2019-06-09 14:00:00+00:00,FR04014,no2,7.9,µg/m³
226,,Paris,FR,2019-06-09 13:00:00+00:00,FR04014,no2,10.2,µg/m³
227,,Paris,FR,2019-06-09 12:00:00+00:00,FR04014,no2,14.6,µg/m³
228,,Paris,FR,2019-06-09 11:00:00+00:00,FR04014,no2,14.6,µg/m³
229,,Paris,FR,2019-06-09 10:00:00+00:00,FR04014,no2,16.6,µg/m³
230,,Paris,FR,2019-06-09 09:00:00+00:00,FR04014,no2,25.0,µg/m³
231,,Paris,FR,2019-06-09 08:00:00+00:00,FR04014,no2,30.2,µg/m³
232,,Paris,FR,2019-06-09 07:00:00+00:00,FR04014,no2,32.7,µg/m³
233,,Paris,FR,2019-06-09 06:00:00+00:00,FR04014,no2,36.7,µg/m³
234,,Paris,FR,2019-06-09 05:00:00+00:00,FR04014,no2,42.2,µg/m³
235,,Paris,FR,2019-06-09 04:00:00+00:00,FR04014,no2,43.0,µg/m³
236,,Paris,FR,2019-06-09 03:00:00+00:00,FR04014,no2,51.5,µg/m³
237,,Paris,FR,2019-06-09 02:00:00+00:00,FR04014,no2,51.2,µg/m³
238,,Paris,FR,2019-06-09 01:00:00+00:00,FR04014,no2,41.0,µg/m³
239,,Paris,FR,2019-06-09 00:00:00+00:00,FR04014,no2,55.9,µg/m³
240,,Paris,FR,2019-06-08 23:00:00+00:00,FR04014,no2,47.0,µg/m³
241,,Paris,FR,2019-06-08 22:00:00+00:00,FR04014,no2,34.8,µg/m³
242,,Paris,FR,2019-06-08 21:00:00+00:00,FR04014,no2,36.7,µg/m³
243,,Paris,FR,2019-06-08 18:00:00+00:00,FR04014,no2,22.0,µg/m³
244,,Paris,FR,2019-06-08 17:00:00+00:00,FR04014,no2,14.8,µg/m³
245,,Paris,FR,2019-06-08 16:00:00+00:00,FR04014,no2,14.1,µg/m³
246,,Paris,FR,2019-06-08 15:00:00+00:00,FR04014,no2,11.7,µg/m³
247,,Paris,FR,2019-06-08 14:00:00+00:00,FR04014,no2,10.3,µg/m³
248,,Paris,FR,2019-06-08 13:00:00+00:00,FR04014,no2,11.1,µg/m³
249,,Paris,FR,2019-06-08 12:00:00+00:00,FR04014,no2,9.2,µg/m³
250,,Paris,FR,2019-06-08 11:00:00+00:00,FR04014,no2,10.4,µg/m³
251,,Paris,FR,2019-06-08 10:00:00+00:00,FR04014,no2,10.3,µg/m³
252,,Paris,FR,2019-06-08 09:00:00+00:00,FR04014,no2,11.7,µg/m³
253,,Paris,FR,2019-06-08 08:00:00+00:00,FR04014,no2,13.0,µg/m³
254,,Paris,FR,2019-06-08 07:00:00+00:00,FR04014,no2,14.0,µg/m³
255,,Paris,FR,2019-06-08 06:00:00+00:00,FR04014,no2,13.8,µg/m³
256,,Paris,FR,2019-06-08 05:00:00+00:00,FR04014,no2,14.1,µg/m³
257,,Paris,FR,2019-06-08 04:00:00+00:00,FR04014,no2,10.7,µg/m³
258,,Paris,FR,2019-06-08 03:00:00+00:00,FR04014,no2,9.8,µg/m³
259,,Paris,FR,2019-06-08 02:00:00+00:00,FR04014,no2,8.4,µg/m³
260,,Paris,FR,2019-06-08 01:00:00+00:00,FR04014,no2,9.6,µg/m³
261,,Paris,FR,2019-06-08 00:00:00+00:00,FR04014,no2,11.3,µg/m³
262,,Paris,FR,2019-06-07 23:00:00+00:00,FR04014,no2,14.4,µg/m³
263,,Paris,FR,2019-06-07 22:00:00+00:00,FR04014,no2,14.7,µg/m³
264,,Paris,FR,2019-06-07 21:00:00+00:00,FR04014,no2,16.3,µg/m³
265,,Paris,FR,2019-06-07 20:00:00+00:00,FR04014,no2,19.4,µg/m³
266,,Paris,FR,2019-06-07 19:00:00+00:00,FR04014,no2,19.9,µg/m³
267,,Paris,FR,2019-06-07 18:00:00+00:00,FR04014,no2,19.1,µg/m³
268,,Paris,FR,2019-06-07 17:00:00+00:00,FR04014,no2,19.5,µg/m³
269,,Paris,FR,2019-06-07 16:00:00+00:00,FR04014,no2,19.5,µg/m³
270,,Paris,FR,2019-06-07 15:00:00+00:00,FR04014,no2,15.6,µg/m³
271,,Paris,FR,2019-06-07 14:00:00+00:00,FR04014,no2,13.1,µg/m³
272,,Paris,FR,2019-06-07 13:00:00+00:00,FR04014,no2,15.0,µg/m³
273,,Paris,FR,2019-06-07 12:00:00+00:00,FR04014,no2,17.8,µg/m³
274,,Paris,FR,2019-06-07 11:00:00+00:00,FR04014,no2,26.7,µg/m³
275,,Paris,FR,2019-06-07 10:00:00+00:00,FR04014,no2,32.1,µg/m³
276,,Paris,FR,2019-06-07 09:00:00+00:00,FR04014,no2,34.5,µg/m³
277,,Paris,FR,2019-06-07 08:00:00+00:00,FR04014,no2,29.3,µg/m³
278,,Paris,FR,2019-06-07 07:00:00+00:00,FR04014,no2,23.0,µg/m³
279,,Paris,FR,2019-06-07 06:00:00+00:00,FR04014,no2,28.9,µg/m³
280,,Paris,FR,2019-06-06 14:00:00+00:00,FR04014,no2,15.1,µg/m³
281,,Paris,FR,2019-06-06 13:00:00+00:00,FR04014,no2,16.0,µg/m³
282,,Paris,FR,2019-06-06 12:00:00+00:00,FR04014,no2,16.5,µg/m³
283,,Paris,FR,2019-06-06 11:00:00+00:00,FR04014,no2,16.4,µg/m³
284,,Paris,FR,2019-06-06 10:00:00+00:00,FR04014,no2,21.2,µg/m³
285,,Paris,FR,2019-06-06 09:00:00+00:00,FR04014,no2,26.0,µg/m³
286,,Paris,FR,2019-06-06 08:00:00+00:00,FR04014,no2,36.0,µg/m³
287,,Paris,FR,2019-06-06 07:00:00+00:00,FR04014,no2,43.1,µg/m³
288,,Paris,FR,2019-06-06 06:00:00+00:00,FR04014,no2,40.5,µg/m³
289,,Paris,FR,2019-06-06 05:00:00+00:00,FR04014,no2,40.3,µg/m³
290,,Paris,FR,2019-06-06 04:00:00+00:00,FR04014,no2,28.4,µg/m³
291,,Paris,FR,2019-06-06 03:00:00+00:00,FR04014,no2,19.2,µg/m³
292,,Paris,FR,2019-06-06 02:00:00+00:00,FR04014,no2,15.2,µg/m³
293,,Paris,FR,2019-06-06 01:00:00+00:00,FR04014,no2,18.0,µg/m³
294,,Paris,FR,2019-06-06 00:00:00+00:00,FR04014,no2,23.8,µg/m³
295,,Paris,FR,2019-06-05 23:00:00+00:00,FR04014,no2,31.8,µg/m³
296,,Paris,FR,2019-06-05 22:00:00+00:00,FR04014,no2,30.3,µg/m³
297,,Paris,FR,2019-06-05 21:00:00+00:00,FR04014,no2,33.7,µg/m³
298,,Paris,FR,2019-06-05 20:00:00+00:00,FR04014,no2,37.5,µg/m³
299,,Paris,FR,2019-06-05 19:00:00+00:00,FR04014,no2,37.8,µg/m³
300,,Paris,FR,2019-06-05 18:00:00+00:00,FR04014,no2,40.8,µg/m³
301,,Paris,FR,2019-06-05 17:00:00+00:00,FR04014,no2,48.8,µg/m³
302,,Paris,FR,2019-06-05 16:00:00+00:00,FR04014,no2,37.9,µg/m³
303,,Paris,FR,2019-06-05 15:00:00+00:00,FR04014,no2,53.5,µg/m³
304,,Paris,FR,2019-06-05 14:00:00+00:00,FR04014,no2,38.3,µg/m³
305,,Paris,FR,2019-06-05 13:00:00+00:00,FR04014,no2,33.6,µg/m³
306,,Paris,FR,2019-06-05 12:00:00+00:00,FR04014,no2,47.2,µg/m³
307,,Paris,FR,2019-06-05 11:00:00+00:00,FR04014,no2,59.0,µg/m³
308,,Paris,FR,2019-06-05 10:00:00+00:00,FR04014,no2,42.1,µg/m³
